city,city_ascii,state_id,lat,lng
New York,New York,NY,40.6943,-73.9249
Los Angeles,Los Angeles,CA,34.1141,-118.4068
Chicago,Chicago,IL,41.8375,-87.6866
Miami,Miami,FL,25.784,-80.2101
Houston,Houston,TX,29.786,-95.3885
Dallas,Dallas,TX,32.7935,-96.7667
Philadelphia,Philadelphia,PA,40.0077,-75.1339
Atlanta,Atlanta,GA,33.7628,-84.422
Washington,Washington,DC,38.9047,-77.0163
Boston,Boston,MA,42.3188,-71.0852
Phoenix,Phoenix,AZ,33.5722,-112.0892
Detroit,Detroit,MI,42.3834,-83.1024
Seattle,Seattle,WA,47.6211,-122.3244
San Francisco,San Francisco,CA,37.7558,-122.4449
San Diego,San Diego,CA,32.8313,-117.1222
Minneapolis,Minneapolis,MN,44.9635,-93.2678
Tampa,Tampa,FL,27.9945,-82.4447
Brooklyn,Brooklyn,NY,40.6501,-73.9496
Denver,Denver,CO,39.762,-104.8758
Queens,Queens,NY,40.7498,-73.7976
Riverside,Riverside,CA,33.9381,-117.3949
Las Vegas,Las Vegas,NV,36.2333,-115.2654
Baltimore,Baltimore,MD,39.3051,-76.6144
St. Louis,St. Louis,MO,38.6359,-90.2451
Portland,Portland,OR,45.5371,-122.65
San Antonio,San Antonio,TX,29.4632,-98.5238
Sacramento,Sacramento,CA,38.5677,-121.4685
Austin,Austin,TX,30.3005,-97.7522
Orlando,Orlando,FL,28.4773,-81.337
San Juan,San Juan,PR,18.3985,-66.061
San Jose,San Jose,CA,37.3012,-121.848
Pittsburgh,Pittsburgh,PA,40.4397,-79.9763
Indianapolis,Indianapolis,IN,39.7771,-86.1458
Manhattan,Manhattan,NY,40.7834,-73.9662
Cincinnati,Cincinnati,OH,39.1413,-84.506
Kansas City,Kansas City,MO,39.1238,-94.5541
Cleveland,Cleveland,OH,41.4764,-81.6805
Columbus,Columbus,OH,39.9862,-82.9855
Bronx,Bronx,NY,40.8501,-73.8662
Virginia Beach,Virginia Beach,VA,36.7335,-76.0435
Charlotte,Charlotte,NC,35.2083,-80.8303
Milwaukee,Milwaukee,WI,43.0642,-87.9675
Providence,Providence,RI,41.823,-71.4187
Jacksonville,Jacksonville,FL,30.3322,-81.6749
Nashville,Nashville,TN,36.1715,-86.7842
Salt Lake City,Salt Lake City,UT,40.7776,-111.9311
Raleigh,Raleigh,NC,35.8324,-78.6429
Richmond,Richmond,VA,37.5295,-77.4756
Memphis,Memphis,TN,35.1087,-89.9663
Oklahoma City,Oklahoma City,OK,35.4676,-97.5136
Hartford,Hartford,CT,41.7661,-72.6834
Louisville,Louisville,KY,38.1663,-85.6485
Buffalo,Buffalo,NY,42.9018,-78.8487
New Orleans,New Orleans,LA,30.0687,-89.9288
Fort Worth,Fort Worth,TX,32.7817,-97.3474
Bridgeport,Bridgeport,CT,41.1918,-73.1954
Tucson,Tucson,AZ,32.1541,-110.8787
El Paso,El Paso,TX,31.8476,-106.43
Omaha,Omaha,NE,41.2627,-96.0529
McAllen,McAllen,TX,26.2252,-98.2467
Birmingham,Birmingham,AL,33.5279,-86.7971
Albuquerque,Albuquerque,NM,35.1054,-106.6465
Tulsa,Tulsa,OK,36.1283,-95.9042
Fresno,Fresno,CA,36.783,-119.7939
Charleston,Charleston,SC,32.8168,-79.9687
Rochester,Rochester,NY,43.168,-77.6162
Dayton,Dayton,OH,39.7805,-84.2003
Cape Coral,Cape Coral,FL,26.6443,-81.9957
Mission Viejo,Mission Viejo,CA,33.6096,-117.6551
Colorado Springs,Colorado Springs,CO,38.8674,-104.7605
Baton Rouge,Baton Rouge,LA,30.442,-91.1311
Allentown,Allentown,PA,40.5961,-75.4756
Ogden,Ogden,UT,41.2279,-111.9682
Provo,Provo,UT,40.2457,-111.6457
Knoxville,Knoxville,TN,35.9692,-83.9496
Grand Rapids,Grand Rapids,MI,42.9619,-85.6562
Columbia,Columbia,SC,34.0378,-80.9036
Albany,Albany,NY,42.6664,-73.7987
Bakersfield,Bakersfield,CA,35.3529,-119.0359
New Haven,New Haven,CT,41.3113,-72.9246
Des Moines,Des Moines,IA,41.5725,-93.6105
Akron,Akron,OH,41.0798,-81.5219
Palm Bay,Palm Bay,FL,27.9631,-80.6593
Concord,Concord,CA,37.9722,-122.0016
Wichita,Wichita,KS,37.6895,-97.3443
Mesa,Mesa,AZ,33.4015,-111.7178
Harrisburg,Harrisburg,PA,40.2752,-76.8843
Staten Island,Staten Island,NY,40.5834,-74.1496
Toledo,Toledo,OH,41.6638,-83.5827
Worcester,Worcester,MA,42.2705,-71.8079
Long Beach,Long Beach,CA,33.7977,-118.167
Port St. Lucie,Port St. Lucie,FL,27.2796,-80.3884
Little Rock,Little Rock,AR,34.7256,-92.3577
Reno,Reno,NV,39.5497,-119.8483
Spokane,Spokane,WA,47.6671,-117.433
Madison,Madison,WI,43.0822,-89.393
Boise,Boise,ID,43.6005,-116.2308
Bonita Springs,Bonita Springs,FL,26.3558,-81.7859
Denton,Denton,TX,33.2175,-97.1418
Oakland,Oakland,CA,37.7904,-122.2166
Springfield,Springfield,MA,42.1155,-72.5395
Augusta,Augusta,GA,33.3645,-82.0708
Kissimmee,Kissimmee,FL,28.3041,-81.4169
Winston-Salem,Winston-Salem,NC,36.1029,-80.261
Stockton,Stockton,CA,37.9765,-121.3109
Syracuse,Syracuse,NY,43.0407,-76.1437
Chattanooga,Chattanooga,TN,35.066,-85.2481
Lancaster,Lancaster,PA,40.042,-76.3012
Greenville,Greenville,SC,34.8354,-82.3646
Durham,Durham,NC,35.9792,-78.9022
Pensacola,Pensacola,FL,30.4413,-87.1911
Fayetteville,Fayetteville,AR,36.0714,-94.1661
Arlington,Arlington,TX,32.6998,-97.125
Aurora,Aurora,CO,39.7083,-104.7237
Oxnard,Oxnard,CA,34.1964,-119.1815
Indio,Indio,CA,33.7346,-116.2346
Scranton,Scranton,PA,41.4044,-75.6649
Victorville,Victorville,CA,34.5277,-117.3536
Trenton,Trenton,NJ,40.2237,-74.7641
Modesto,Modesto,CA,37.6375,-121.0028
Huntsville,Huntsville,AL,34.6981,-86.6412
Honolulu,Honolulu,HI,21.3294,-157.846
Greensboro,Greensboro,NC,36.0956,-79.8271
Anaheim,Anaheim,CA,33.839,-117.8574
Corpus Christi,Corpus Christi,TX,27.7254,-97.3767
Fort Wayne,Fort Wayne,IN,41.0888,-85.1436
Fort Collins,Fort Collins,CO,40.5477,-105.0656
Jackson,Jackson,MS,32.3157,-90.2125
Myrtle Beach,Myrtle Beach,SC,33.7094,-78.8844
Fayetteville,Fayetteville,NC,35.085,-78.9772
Antioch,Antioch,CA,37.9787,-121.796
Lansing,Lansing,MI,42.7142,-84.5601
Lexington,Lexington,KY,38.0423,-84.4587
Mobile,Mobile,AL,30.6782,-88.1162
Youngstown,Youngstown,OH,41.0993,-80.6463
Henderson,Henderson,NV,36.0133,-115.0381
Savannah,Savannah,GA,32.0286,-81.1821
Poughkeepsie,Poughkeepsie,NY,41.695,-73.9211
Santa Ana,Santa Ana,CA,33.7367,-117.8819
Ann Arbor,Ann Arbor,MI,42.2759,-83.731
St. Paul,St. Paul,MN,44.9478,-93.1039
Newark,Newark,NJ,40.7245,-74.1725
Irvine,Irvine,CA,33.6772,-117.7738
Santa Rosa,Santa Rosa,CA,38.4458,-122.7067
Canton,Canton,OH,40.8078,-81.3676
Asheville,Asheville,NC,35.5707,-82.5537
Flint,Flint,MI,43.0236,-83.6921
Winter Haven,Winter Haven,FL,28.0118,-81.7014
Anchorage,Anchorage,AK,61.1508,-149.1091
Lincoln,Lincoln,NE,40.8099,-96.6784
Concord,Concord,NC,35.3933,-80.6369
Jersey City,Jersey City,NJ,40.7184,-74.0686
Springfield,Springfield,MO,37.1943,-93.2916
Plano,Plano,TX,33.0502,-96.7486
Shreveport,Shreveport,LA,32.4653,-93.7955
Davenport,Davenport,IA,41.5565,-90.6053
Lubbock,Lubbock,TX,33.5657,-101.8879
Lakeland,Lakeland,FL,28.0557,-81.9545
South Bend,South Bend,IN,41.6767,-86.2696
Chula Vista,Chula Vista,CA,32.6281,-117.0144
Chandler,Chandler,AZ,33.2825,-111.8514
Rockford,Rockford,IL,42.2596,-89.064
Reading,Reading,PA,40.34,-75.9267
Eugene,Eugene,OR,44.0564,-123.1174
Wilmington,Wilmington,NC,34.2099,-77.8866
Santa Clarita,Santa Clarita,CA,34.4175,-118.4964
Gilbert,Gilbert,AZ,33.31,-111.7463
Salem,Salem,OR,44.9233,-123.0244
Killeen,Killeen,TX,31.0753,-97.7297
Round Lake Beach,Round Lake Beach,IL,42.3791,-88.0811
Columbus,Columbus,GA,32.51,-84.8771
North Las Vegas,North Las Vegas,NV,36.2883,-115.0888
Kennewick,Kennewick,WA,46.1978,-119.1732
St. Petersburg,St. Petersburg,FL,27.7931,-82.6652
Tallahassee,Tallahassee,FL,30.4551,-84.2527
Laredo,Laredo,TX,27.5625,-99.4874
Irving,Irving,TX,32.8583,-96.9702
Peoria,Peoria,IL,40.752,-89.6154
Montgomery,Montgomery,AL,32.3482,-86.2668
Chesapeake,Chesapeake,VA,36.6778,-76.3023
Glendale,Glendale,AZ,33.5791,-112.2311
York,York,PA,39.9651,-76.7315
Nashua,Nashua,NH,42.7491,-71.491
Garland,Garland,TX,32.91,-96.6304
Scottsdale,Scottsdale,AZ,33.6872,-111.8651
Lafayette,Lafayette,LA,30.2082,-92.0325
Norfolk,Norfolk,VA,36.8945,-76.259
Arlington,Arlington,VA,38.8786,-77.1011
Appleton,Appleton,WI,44.278,-88.3892
Aguadilla,Aguadilla,PR,18.4382,-67.1537
Rock Hill,Rock Hill,SC,34.9415,-81.0241
Fremont,Fremont,CA,37.5265,-121.9843
Fargo,Fargo,ND,46.8651,-96.8292
Gulfport,Gulfport,MS,30.4274,-89.0704
Bremerton,Bremerton,WA,47.5436,-122.7121
Green Bay,Green Bay,WI,44.5148,-87.9895
Enterprise,Enterprise,NV,36.0091,-115.2278
Hialeah,Hialeah,FL,25.8696,-80.3045
Deltona,Deltona,FL,28.905,-81.2137
San Bernardino,San Bernardino,CA,34.1416,-117.2943
Gainesville,Gainesville,FL,29.6804,-82.3459
Spring Valley,Spring Valley,NV,36.0952,-115.2636
Tacoma,Tacoma,WA,47.2431,-122.4531
Roanoke,Roanoke,VA,37.2785,-79.9581
Brownsville,Brownsville,TX,25.9975,-97.458
College Station,College Station,TX,30.5852,-96.2959
Olympia,Olympia,WA,47.0417,-122.8959
Clarksville,Clarksville,TN,36.5692,-87.3413
Yonkers,Yonkers,NY,40.9466,-73.8673
Moreno Valley,Moreno Valley,CA,33.9244,-117.2045
Thousand Oaks,Thousand Oaks,CA,34.1914,-118.8756
Portland,Portland,ME,43.6773,-70.2715
Fontana,Fontana,CA,34.0968,-117.4599
Hickory,Hickory,NC,35.741,-81.3223
Amarillo,Amarillo,TX,35.1984,-101.8316
Sioux Falls,Sioux Falls,SD,43.5396,-96.7311
Evansville,Evansville,IN,37.9881,-87.5341
Huntington,Huntington,WV,38.4109,-82.4345
Waterbury,Waterbury,CT,41.5582,-73.0361
Frisco,Frisco,TX,33.156,-96.8216
Lorain,Lorain,OH,41.4409,-82.184
Kalamazoo,Kalamazoo,MI,42.2749,-85.5882
Galveston,Galveston,TX,29.2484,-94.8913
Spartanburg,Spartanburg,SC,34.9442,-81.9251
Santa Barbara,Santa Barbara,CA,34.4285,-119.7202
Sunrise Manor,Sunrise Manor,NV,36.1783,-115.0487
Huntington Beach,Huntington Beach,CA,33.696,-118.0018
Grand Prairie,Grand Prairie,TX,32.6871,-97.0208
Overland Park,Overland Park,KS,38.887,-94.687
McKinney,McKinney,TX,33.2016,-96.667
Waco,Waco,TX,31.5599,-97.1882
Hagerstown,Hagerstown,MD,39.6401,-77.7217
Glendale,Glendale,CA,34.1819,-118.2468
Nampa,Nampa,ID,43.5844,-116.5638
Peoria,Peoria,AZ,33.7843,-112.2989
Cedar Rapids,Cedar Rapids,IA,41.9662,-91.6783
Vancouver,Vancouver,WA,45.6366,-122.5967
Paradise,Paradise,NV,36.0872,-115.1355
Ocala,Ocala,FL,29.178,-82.1511
Erie,Erie,PA,42.1167,-80.0733
Newport News,Newport News,VA,37.1051,-76.5185
Frederick,Frederick,MD,39.4337,-77.4141
Murfreesboro,Murfreesboro,TN,35.849,-86.4121
Fort Lauderdale,Fort Lauderdale,FL,26.1412,-80.1464
Aurora,Aurora,IL,41.7638,-88.2902
Tempe,Tempe,AZ,33.3881,-111.9319
Danbury,Danbury,CT,41.4015,-73.4709
Spring Hill,Spring Hill,FL,28.4798,-82.53
Gastonia,Gastonia,NC,35.2494,-81.1854
Salinas,Salinas,CA,36.6883,-121.6317
Fredericksburg,Fredericksburg,VA,38.2992,-77.4872
Ontario,Ontario,CA,34.0393,-117.6064
Elk Grove,Elk Grove,CA,38.4161,-121.3842
Gainesville,Gainesville,GA,34.2902,-83.8294
Cary,Cary,NC,35.7819,-78.8195
Rancho Cucamonga,Rancho Cucamonga,CA,34.1247,-117.5667
Oceanside,Oceanside,CA,33.2247,-117.3083
Garden Grove,Garden Grove,CA,33.7787,-117.9601
Lancaster,Lancaster,CA,34.6935,-118.1753
Hemet,Hemet,CA,33.7341,-116.9969
Pembroke Pines,Pembroke Pines,FL,26.0128,-80.3382
Panama City,Panama City,FL,30.1995,-85.6003
Vallejo,Vallejo,CA,38.1125,-122.2342
Manchester,Manchester,NH,42.9848,-71.4447
Medford,Medford,OR,42.3372,-122.854
Bayamón,Bayamon,PR,18.3794,-66.1635
Mauldin,Mauldin,SC,34.7821,-82.3032
Santa Cruz,Santa Cruz,CA,36.9789,-122.0346
Palmdale,Palmdale,CA,34.5944,-118.1057
Norwich,Norwich,CT,41.5495,-72.0882
Muskegon,Muskegon,MI,43.2281,-86.2562
Leesburg,Leesburg,FL,28.7672,-81.8962
High Point,High Point,NC,35.991,-79.9937
Tuscaloosa,Tuscaloosa,AL,33.2348,-87.5268
Visalia,Visalia,CA,36.3276,-119.3269
Marysville,Marysville,WA,48.0809,-122.1561
Merced,Merced,CA,37.3057,-120.4779
Hayward,Hayward,CA,37.6328,-122.0766
Lafayette,Lafayette,IN,40.3991,-86.8593
Springfield,Springfield,IL,39.7709,-89.654
Corona,Corona,CA,33.8616,-117.5649
Paterson,Paterson,NJ,40.9147,-74.1624
Alexandria,Alexandria,VA,38.8185,-77.0861
Macon,Macon,GA,32.8065,-83.6974
Binghamton,Binghamton,NY,42.1014,-75.9093
Lakewood,Lakewood,CO,39.6977,-105.1172
Kansas City,Kansas City,KS,39.1235,-94.7443
Odessa,Odessa,TX,31.8801,-102.3448
Sunnyvale,Sunnyvale,CA,37.3836,-122.0255
New Bedford,New Bedford,MA,41.6697,-70.9428
Hollywood,Hollywood,FL,26.0293,-80.1679
South Lyon,South Lyon,MI,42.4614,-83.6526
Escondido,Escondido,CA,33.1348,-117.0723
Lake Charles,Lake Charles,LA,30.201,-93.2111
Pasadena,Pasadena,TX,29.6575,-95.1498
Bellevue,Bellevue,WA,47.5951,-122.1535
Joliet,Joliet,IL,41.5188,-88.1499
Champaign,Champaign,IL,40.1142,-88.2737
Pomona,Pomona,CA,34.0585,-117.7626
Fairfield,Fairfield,CA,38.2583,-122.0335
Mesquite,Mesquite,TX,32.7602,-96.5865
Elkhart,Elkhart,IN,41.6916,-85.9627
Naperville,Naperville,IL,41.748,-88.1659
St. George,St. George,UT,37.0758,-113.5752
Roseville,Roseville,CA,38.7703,-121.3196
Topeka,Topeka,KS,39.0346,-95.6955
Burlington,Burlington,NC,36.076,-79.4685
Warner Robins,Warner Robins,GA,32.5961,-83.6527
Surprise,Surprise,AZ,33.6815,-112.4515
Torrance,Torrance,CA,33.8346,-118.3416
Santa Maria,Santa Maria,CA,34.9333,-120.4431
Athens,Athens,GA,33.9508,-83.3689
Houma,Houma,LA,29.58,-90.7059
Columbia,Columbia,MO,38.9472,-92.3268
Fullerton,Fullerton,CA,33.8841,-117.9279
Olathe,Olathe,KS,38.8833,-94.82
Thornton,Thornton,CO,39.9197,-104.9438
Greeley,Greeley,CO,40.4152,-104.7706
Beaumont,Beaumont,TX,30.0849,-94.1451
Las Cruces,Las Cruces,NM,32.3265,-106.7893
Midland,Midland,TX,32.0243,-102.1147
Metairie,Metairie,LA,29.9977,-90.178
Carolina,Carolina,PR,18.4054,-65.9792
West Valley City,West Valley City,UT,40.6886,-112.0123
Orange,Orange,CA,33.8038,-117.8218
Warren,Warren,MI,42.4934,-83.027
Grand Junction,Grand Junction,CO,39.0877,-108.5673
Tyler,Tyler,TX,32.3184,-95.3062
Pasadena,Pasadena,CA,34.1597,-118.139
Hampton,Hampton,VA,37.0551,-76.363
Bloomington,Bloomington,IL,40.4757,-88.9703
Elizabeth,Elizabeth,NJ,40.6658,-74.1913
Stamford,Stamford,CT,41.1039,-73.5585
Yuma,Yuma,AZ,32.5995,-114.5491
Kent,Kent,WA,47.3887,-122.2128
Miramar,Miramar,FL,25.9773,-80.3351
Coeur d'Alene,Coeur d'Alene,ID,47.704,-116.7936
Coral Springs,Coral Springs,FL,26.2702,-80.2591
Sterling Heights,Sterling Heights,MI,42.5809,-83.0305
Yuba City,Yuba City,CA,39.1357,-121.6383
Yakima,Yakima,WA,46.5923,-120.5496
Carrollton,Carrollton,TX,32.989,-96.8999
Racine,Racine,WI,42.7274,-87.8135
Johnson City,Johnson City,TN,36.3406,-82.3806
Billings,Billings,MT,45.7891,-108.5526
Iowa City,Iowa City,IA,41.6559,-91.5303
Dover,Dover,DE,39.161,-75.5202
Bellingham,Bellingham,WA,48.7548,-122.469
Charleston,Charleston,WV,38.3484,-81.6322
Lynchburg,Lynchburg,VA,37.4003,-79.1909
Santa Clara,Santa Clara,CA,37.3646,-121.968
Norman,Norman,OK,35.2335,-97.3471
Greenville,Greenville,NC,35.5943,-77.376
Simi Valley,Simi Valley,CA,34.2663,-118.749
Fort Smith,Fort Smith,AR,35.3495,-94.3695
Abilene,Abilene,TX,32.4543,-99.7384
Arecibo,Arecibo,PR,18.4491,-66.7387
Lewisville,Lewisville,TX,33.0454,-96.9815
Pearland,Pearland,TX,29.5581,-95.3218
Lehigh Acres,Lehigh Acres,FL,26.612,-81.6388
Kenosha,Kenosha,WI,42.5865,-87.8773
Seaside,Seaside,CA,36.6224,-121.8199
Burlington,Burlington,VT,44.4876,-73.2316
Arvada,Arvada,CO,39.832,-105.151
Waldorf,Waldorf,MD,38.6085,-76.9194
Independence,Independence,MO,39.0871,-94.3501
Rochester,Rochester,MN,44.0154,-92.478
Logan,Logan,UT,41.7399,-111.8422
Harlingen,Harlingen,TX,26.1916,-97.6977
Berkeley,Berkeley,CA,37.8722,-122.276
Clovis,Clovis,CA,36.8278,-119.683
Round Rock,Round Rock,TX,30.527,-97.6642
Pueblo,Pueblo,CO,38.2701,-104.6114
Temple,Temple,TX,31.1068,-97.3891
Meridian,Meridian,ID,43.6116,-116.3977
Duluth,Duluth,MN,46.7756,-92.1393
The Woodlands,The Woodlands,TX,30.1738,-95.5134
Boulder,Boulder,CO,40.0248,-105.2524
Richardson,Richardson,TX,32.9716,-96.7093
Cambridge,Cambridge,MA,42.3759,-71.1185
West Palm Beach,West Palm Beach,FL,26.7469,-80.132
Port Arthur,Port Arthur,TX,29.8554,-93.9264
East Los Angeles,East Los Angeles,CA,34.0326,-118.1691
Redding,Redding,CA,40.5698,-122.365
Clearwater,Clearwater,FL,27.979,-82.7623
Monroe,Monroe,LA,32.5185,-92.0774
Utica,Utica,NY,43.0962,-75.2261
St. Cloud,St. Cloud,MN,45.534,-94.1718
Mandeville,Mandeville,LA,30.3751,-90.0904
West Jordan,West Jordan,UT,40.6024,-112.0008
North Charleston,North Charleston,SC,32.9067,-80.0722
Richmond,Richmond,CA,37.9477,-122.3389
Westminster,Westminster,CO,39.8837,-105.0624
Saginaw,Saginaw,MI,43.4199,-83.9501
Kailua,Kailua,HI,21.392,-157.7396
Brandon,Brandon,FL,27.9367,-82.3
Ponce,Ponce,PR,18.0127,-66.6212
Carlsbad,Carlsbad,CA,33.1246,-117.2834
Lowell,Lowell,MA,42.6389,-71.3217
Broken Arrow,Broken Arrow,OK,36.038,-95.7806
Elgin,Elgin,IL,42.0383,-88.324
Gresham,Gresham,OR,45.5021,-122.4413
League City,League City,TX,29.4874,-95.1087
Downey,Downey,CA,33.9379,-118.1311
Waterloo,Waterloo,IA,42.4918,-92.3522
Murrieta,Murrieta,CA,33.5719,-117.1909
Leominster,Leominster,MA,42.5209,-71.7717
Longview,Longview,TX,32.5193,-94.7622
Jacksonville,Jacksonville,NC,34.7289,-77.3941
Pompano Beach,Pompano Beach,FL,26.2428,-80.1312
Bend,Bend,OR,44.0563,-121.3095
Miami Gardens,Miami Gardens,FL,25.9433,-80.2426
Costa Mesa,Costa Mesa,CA,33.6667,-117.9135
Sioux City,Sioux City,IA,42.4959,-96.3901
Everett,Everett,WA,47.9525,-122.1669
Gilroy,Gilroy,CA,37.0046,-121.5854
San Buenaventura,San Buenaventura,CA,34.2741,-119.2314
Temecula,Temecula,CA,33.4928,-117.1315
Sugar Land,Sugar Land,TX,29.5935,-95.6358
Chico,Chico,CA,39.7578,-121.8161
Eau Claire,Eau Claire,WI,44.8197,-91.4948
El Monte,El Monte,CA,34.0739,-118.0291
Idaho Falls,Idaho Falls,ID,43.4871,-112.0362
Dearborn,Dearborn,MI,42.3127,-83.213
Bloomington,Bloomington,IN,39.1637,-86.5257
West Covina,West Covina,CA,34.0555,-117.9113
Sparks,Sparks,NV,39.5736,-119.7161
South Fulton,South Fulton,GA,33.6273,-84.58
Centennial,Centennial,CO,39.5926,-104.8673
Sandy Springs,Sandy Springs,GA,33.9366,-84.3703
Inglewood,Inglewood,CA,33.9566,-118.3444
Hillsboro,Hillsboro,OR,45.5273,-122.936
Columbia,Columbia,MD,39.2004,-76.859
Burbank,Burbank,CA,34.1879,-118.3235
Davie,Davie,FL,26.0789,-80.287
El Cajon,El Cajon,CA,32.8017,-116.9604
Jurupa Valley,Jurupa Valley,CA,34.001,-117.4706
Allen,Allen,TX,33.1088,-96.6735
Auburn,Auburn,AL,32.6087,-85.4903
Renton,Renton,WA,47.4784,-122.1918
Holland,Holland,MI,42.7677,-86.0984
Brockton,Brockton,MA,42.0821,-71.0242
Rio Rancho,Rio Rancho,NM,35.2873,-106.6982
San Mateo,San Mateo,CA,37.5522,-122.3121
Rialto,Rialto,CA,34.1175,-117.3892
Spokane Valley,Spokane Valley,WA,47.6626,-117.2346
Charlottesville,Charlottesville,VA,38.0375,-78.4855
Menifee,Menifee,CA,33.6909,-117.1849
Daly City,Daly City,CA,37.6862,-122.4685
Wichita Falls,Wichita Falls,TX,33.9072,-98.5291
Riverview,Riverview,FL,27.8227,-82.3023
Norwalk,Norwalk,CA,33.9069,-118.0829
Lee's Summit,Lee's Summit,MO,38.9171,-94.3816
Longmont,Longmont,CO,40.1686,-105.1005
Vacaville,Vacaville,CA,38.3587,-121.9673
Highlands Ranch,Highlands Ranch,CO,39.5419,-104.9708
Kingsport,Kingsport,TN,36.5224,-82.5454
San Tan Valley,San Tan Valley,AZ,33.1786,-111.5629
Quincy,Quincy,MA,42.2506,-71.0187
Edinburg,Edinburg,TX,26.3196,-98.1597
Lynn,Lynn,MA,42.4781,-70.9664
San Angelo,San Angelo,TX,31.4424,-100.4504
Hesperia,Hesperia,CA,34.3975,-117.3147
Bowling Green,Bowling Green,KY,36.9716,-86.4378
Federal Way,Federal Way,WA,47.3091,-122.3358
Carmel,Carmel,IN,39.965,-86.146
Bismarck,Bismarck,ND,46.8143,-100.7694
Fishers,Fishers,IN,39.9588,-85.9659
Lafayette,Lafayette,CO,39.9946,-105.0998
Vista,Vista,CA,33.1896,-117.2386
Boca Raton,Boca Raton,FL,26.3752,-80.108
St. Augustine,St. Augustine,FL,29.8976,-81.31
Beaverton,Beaverton,OR,45.4779,-122.8168
Goodyear,Goodyear,AZ,33.2614,-112.3622
Portsmouth,Portsmouth,VA,36.8468,-76.354
Orem,Orem,UT,40.2981,-111.6994
Sunrise,Sunrise,FL,26.1547,-80.2997
Portsmouth,Portsmouth,NH,43.058,-70.7826
Arden-Arcade,Arden-Arcade,CA,38.6017,-121.3845
Lawrence,Lawrence,KS,38.9597,-95.2642
Sandy,Sandy,UT,40.5709,-111.8506
Slidell,Slidell,LA,30.2887,-89.7828
Buckeye,Buckeye,AZ,33.4314,-112.6429
Livonia,Livonia,MI,42.3972,-83.3733
Williamsburg,Williamsburg,VA,37.2693,-76.7076
Suffolk,Suffolk,VA,36.6953,-76.6398
Compton,Compton,CA,33.893,-118.2274
La Crosse,La Crosse,WI,43.8241,-91.2268
Edmond,Edmond,OK,35.6689,-97.416
Carson,Carson,CA,33.8374,-118.2559
San Marcos,San Marcos,CA,33.135,-117.1743
Tracy,Tracy,CA,37.7269,-121.4523
Prescott Valley,Prescott Valley,AZ,34.598,-112.3185
Middletown,Middletown,OH,39.5033,-84.3659
Fall River,Fall River,MA,41.7136,-71.1015
San Germán,San German,PR,18.0827,-67.046
Santa Fe,Santa Fe,NM,35.6619,-105.9819
Plantation,Plantation,FL,26.1259,-80.2617
Mayagüez,Mayaguez,PR,18.2003,-67.1397
New Braunfels,New Braunfels,TX,29.6994,-98.1148
Roswell,Roswell,GA,34.0391,-84.3513
Conroe,Conroe,TX,30.3238,-95.4824
South Gate,South Gate,CA,33.9447,-118.1926
Santa Monica,Santa Monica,CA,34.0235,-118.481
Kirkland,Kirkland,WA,47.697,-122.2057
Hoover,Hoover,AL,33.3763,-86.8068
O'Fallon,O'Fallon,MO,38.785,-90.7175
Alafaya,Alafaya,FL,28.528,-81.1868
Palm Coast,Palm Coast,FL,29.5389,-81.2457
Norwalk,Norwalk,CT,41.1144,-73.4215
Lawton,Lawton,OK,34.6175,-98.4202
Chino,Chino,CA,33.9836,-117.6654
Mount Pleasant,Mount Pleasant,SC,32.8537,-79.8203
Manteca,Manteca,CA,37.7927,-121.2264
Westminster,Westminster,CA,33.7523,-117.9938
Florence,Florence,SC,34.178,-79.7898
Joplin,Joplin,MO,37.0757,-94.5018
Germantown,Germantown,MD,39.1755,-77.2643
San Leandro,San Leandro,CA,37.7074,-122.1599
Town 'n' Country,Town 'n' Country,FL,28.0106,-82.5763
Clifton,Clifton,NJ,40.863,-74.1575
Waukegan,Waukegan,IL,42.3698,-87.8716
Bloomington,Bloomington,MN,44.8306,-93.3151
Avondale,Avondale,AZ,33.3873,-112.3235
Atascocita,Atascocita,TX,29.9777,-95.1953
Missoula,Missoula,MT,46.8751,-114.0214
Fort Myers,Fort Myers,FL,26.6194,-81.8302
Newton,Newton,MA,42.3316,-71.2085
Lawrence,Lawrence,MA,42.7002,-71.1626
Muncie,Muncie,IN,40.1989,-85.395
Rapid City,Rapid City,SD,44.0716,-103.2204
Troy,Troy,MI,42.5817,-83.1457
Livermore,Livermore,CA,37.6868,-121.7607
Citrus Heights,Citrus Heights,CA,38.6948,-121.288
Hawthorne,Hawthorne,CA,33.9147,-118.3476
Winchester,Winchester,VA,39.1735,-78.1746
Springdale,Springdale,AR,36.1901,-94.1574
Whittier,Whittier,CA,33.9678,-118.0188
Deerfield Beach,Deerfield Beach,FL,26.305,-80.1277
Decatur,Decatur,IL,39.8557,-88.9342
San Ramon,San Ramon,CA,37.7624,-121.9365
Vineland,Vineland,NJ,39.4653,-74.9981
Mission,Mission,TX,26.2039,-98.3256
Auburn,Auburn,WA,47.3039,-122.2108
Lake Forest,Lake Forest,CA,33.6605,-117.6714
Newport Beach,Newport Beach,CA,33.6151,-117.8668
Melbourne,Melbourne,FL,28.1086,-80.6627
Brooklyn Park,Brooklyn Park,MN,45.1112,-93.3505
Bryan,Bryan,TX,30.665,-96.3807
Westland,Westland,MI,42.3192,-83.3805
Napa,Napa,CA,38.2975,-122.301
